family_id,title,description,category_level_1,category_level_2,product_type,sport,available_colors,available_sizes,available_materials,available_features,price_min,price_max,primary_product_id,thumbnail_image,tags,search_text,available_fits
F001642,Helvetia II Pullover,"A practical choice for camping safari and casual lifestyle, this pullover offers binding at cuff and hem and binding at collar while staying comfortable through the day. Practical details such as binding at cuff and hem, binding at collar, snap front closure make it easier to wear, layer, and rely on through the day. Whether the plan is active or casual, it delivers the right balance of comfort, function, and wearability.",Apparel,Kids,Sportswear,Hiking,"[""Green"", ""Blue""]","[""OS""]",[],[],41.99,41.99,10382637793559,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AY3182-342-1_457d730a-7ff9-439f-880a-f8c794862423.jpg?v=1782470958,"[""26June2026"", ""Camping and Safari"", ""Casual Lifestyle"", ""Columbia"", ""Fleece"", ""Hiking and Trekking"", ""Jackets and Vest"", ""Kids"", ""Kids Boys"", ""Kids Girls"", ""New Arrivals"", ""Apparel"", ""Sportswear"", ""Hiking""]","Helvetia II Pullover

Brand: Columbia
Category: Apparel > Kids
Product Type: Sportswear
Sport: Hiking

A practical choice for camping safari and casual lifestyle, this pullover offers binding at cuff and hem and binding at collar while staying comfortable through the day. Practical details such as binding at cuff and hem, binding at collar, snap front closure make it easier to wear, layer, and rely on through the day. Whether the plan is active or casual, it delivers the right balance of comfort, function, and wearability.

Tags:
26June2026
Camping and Safari
Casual Lifestyle
Columbia
Fleece
Hiking and Trekking
Jackets and Vest
Kids
Kids Boys
Kids Girls
New Arrivals
Apparel
Sportswear
Hiking",[]
F001643,Omni-Heat Reflective Midweight Stretch Baselayer Bottom,"From hiking and lifestyle to everyday plans, this garment balances omni-Heat thermal reflective and omni-Wick with adds stretch for easier movement. Reflects and retains body heat for efficient warmth. Moves moisture away from the skin to support faster drying. Practical details such as captures and neutralizes odor for long-lasting freshness, ergonomic seaming, flatlocked construction make it easier to wear, layer, and rely on through the day. Wear it on its own or layer it as conditions change; the design stays useful, comfortable, and easy to repeat.",Apparel,Men's,Sportswear,Hiking,"[""Black""]","[""OS""]",[],"[""Omni-Heat"", ""Reflective"", ""Stretch"", ""Omni-Wick""]",41.99,41.99,10382637007127,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AS8064-011-1_d384c0f6-dc71-4d67-bad9-da30306cd33f.jpg?v=1782470868,"[""26June2026"", ""Baselayer"", ""Baselayer Bottom"", ""Columbia"", ""Hiking and Trekking"", ""Men"", ""New Arrivals"", ""Non-Returnable"", ""Snow Sports"", ""Winter Sports"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Omni-Heat"", ""Reflective"", ""Stretch"", ""Omni-Wick""]","Omni-Heat Reflective Midweight Stretch Baselayer Bottom

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

From hiking and lifestyle to everyday plans, this garment balances omni-Heat thermal reflective and omni-Wick with adds stretch for easier movement. Reflects and retains body heat for efficient warmth. Moves moisture away from the skin to support faster drying. Practical details such as captures and neutralizes odor for long-lasting freshness, ergonomic seaming, flatlocked construction make it easier to wear, layer, and rely on through the day. Wear it on its own or layer it as conditions change; the design stays useful, comfortable, and easy to repeat.

Features:
Omni-Heat
Reflective
Stretch
Omni-Wick

Tags:
26June2026
Baselayer
Baselayer Bottom
Columbia
Hiking and Trekking
Men
New Arrivals
Non-Returnable
Snow Sports
Winter Sports
Apparel
Men's
Sportswear
Hiking
Omni-Heat
Reflective
Stretch
Omni-Wick",[]
F001644,Helvetia II Pullover,"Designed around real outdoor use, this pullover pairs stretch binding at collar and stretch binding at cuff with keeps the build light while adding everyday durability. Supports natural movement without feeling restrictive. Supports natural movement without feeling restrictive. Practical details such as zippered chest",,Men's,,,"[""Red""]","[""OS""]",[],"[""Stretch""]",65.99,65.99,women-red-helvetia-ii-pullover,,"[""Men's"", ""Stretch""]","Helvetia II Pullover

Brand: Columbia Sportswear
Category: Men's

Designed around real outdoor use, this pullover pairs stretch binding at collar and stretch binding at cuff with keeps the build light while adding everyday durability. Supports natural movement without feeling restrictive. Supports natural movement without feeling restrictive. Practical details such as zippered chest

Features:
Stretch

Tags:
Men's
Stretch",[]
F001645,Omni-Wick Essential Hike Grid Fleece Jacket,"Adventure-ready without feeling overbuilt, this fleece jacket delivers omni-Wick and stretch binding at collar for hiking and trekking. Moves moisture away from the skin to support faster drying. Supports natural movement without feeling restrictive. Practical details such as hand pockets make it easier to wear, layer,",Apparel,Men's,,,"[""Black""]","[""OS""]","[""Fleece""]","[""Omni-Wick"", ""Stretch""]",59.99,59.99,men-black-omni-wick-essential-hike-grid-fleece-jacket-plus-size,,"[""Apparel"", ""Men's"", ""Fleece"", ""Omni-Wick"", ""Stretch""]","Omni-Wick Essential Hike Grid Fleece Jacket

Brand: Columbia Sportswear
Category: Apparel > Men's

Adventure-ready without feeling overbuilt, this fleece jacket delivers omni-Wick and stretch binding at collar for hiking and trekking. Moves moisture away from the skin to support faster drying. Supports natural movement without feeling restrictive. Practical details such as hand pockets make it easier to wear, layer,

Materials:
Fleece

Features:
Omni-Wick
Stretch

Tags:
Apparel
Men's
Fleece
Omni-Wick
Stretch",[]
F001646,Omni-Shade Rugged Water Shorts,"From camping and safari to everyday plans, this shorts balances omni-Shade Broad Spectrum UPF 50 sun protection and omni-Shield advanced repellency with adds stretch for easier movement. Helps block harmful uv rays during long hours outdoors. Helps resist light rain, splashes, and everyday stains. Practical details such as elastic at waist, drawcord adjustable waist, hand pockets make it easier to wear, layer, and rely on through the day. Wear it on its own or layer it as conditions change; the design stays useful, comfortable, and easy to repeat.",Apparel,Men's,Sportswear,Camping,"[""Green"", ""Black""]","[""OS""]",[],"[""Omni-Shade"", ""UPF 50"", ""Sun Protection"", ""Omni-Shield"", ""Stretch""]",30.99,30.99,10382641627415,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/FL4104-010-1_587aa0ae-c7f8-40fe-8005-95e1ba2efea0.jpg?v=1782471143,"[""26June2026"", ""Camping and Safari"", ""Columbia"", ""New Arrivals"", ""Pants and Shorts"", ""Shorts and Capris"", ""Water Sports"", ""Women"", ""Apparel"", ""Men's"", ""Sportswear"", ""Camping"", ""Omni-Shade"", ""UPF 50"", ""Sun Protection"", ""Omni-Shield"", ""Stretch""]","Omni-Shade Rugged Water Shorts

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Camping

From camping and safari to everyday plans, this shorts balances omni-Shade Broad Spectrum UPF 50 sun protection and omni-Shield advanced repellency with adds stretch for easier movement. Helps block harmful uv rays during long hours outdoors. Helps resist light rain, splashes, and everyday stains. Practical details such as elastic at waist, drawcord adjustable waist, hand pockets make it easier to wear, layer, and rely on through the day. Wear it on its own or layer it as conditions change; the design stays useful, comfortable, and easy to repeat.

Features:
Omni-Shade
UPF 50
Sun Protection
Omni-Shield
Stretch

Tags:
26June2026
Camping and Safari
Columbia
New Arrivals
Pants and Shorts
Shorts and Capris
Water Sports
Women
Apparel
Men's
Sportswear
Camping
Omni-Shade
UPF 50
Sun Protection
Omni-Shield
Stretch",[]
F001647,Omni-Shade Terminal Roamer Stretch Shorts,"Built for camping and safari, this shorts combines omni-Shade UPF 50 sun protection and omni-Shield advanced repellency with adds stretch for easier movement. Helps block harmful uv rays during long hours outdoors. Helps resist light rain, splashes, and everyday stains. Practical details such as elastic at waist, drawcord adjustable waist, interior drawcord make it easier to wear, layer, and rely on through the day. The result is a versatile piece that feels at home outdoors, while travelling, or in a relaxed everyday wardrobe.",Apparel,Men's,Sportswear,Camping,"[""Beige""]","[""OS""]",[],"[""Omni-Shade"", ""Stretch"", ""UPF 50"", ""Sun Protection"", ""Omni-Shield""]",30.99,30.99,10382640906519,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/FE6594-271-1_a0e2842e-c548-4ad0-bc3b-596eedc6c1cd.jpg?v=1782471095,"[""26June2026"", ""Camping and Safari"", ""Columbia"", ""Men"", ""New Arrivals"", ""Pants and Shorts"", ""Shorts and Capris"", ""Water Sports"", ""Apparel"", ""Men's"", ""Sportswear"", ""Camping"", ""Omni-Shade"", ""Stretch"", ""UPF 50"", ""Sun Protection"", ""Omni-Shield""]","Omni-Shade Terminal Roamer Stretch Shorts

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Camping

Built for camping and safari, this shorts combines omni-Shade UPF 50 sun protection and omni-Shield advanced repellency with adds stretch for easier movement. Helps block harmful uv rays during long hours outdoors. Helps resist light rain, splashes, and everyday stains. Practical details such as elastic at waist, drawcord adjustable waist, interior drawcord make it easier to wear, layer, and rely on through the day. The result is a versatile piece that feels at home outdoors, while travelling, or in a relaxed everyday wardrobe.

Features:
Omni-Shade
Stretch
UPF 50
Sun Protection
Omni-Shield

Tags:
26June2026
Camping and Safari
Columbia
Men
New Arrivals
Pants and Shorts
Shorts and Capris
Water Sports
Apparel
Men's
Sportswear
Camping
Omni-Shade
Stretch
UPF 50
Sun Protection
Omni-Shield",[]
F001648,Omni-Shade Backcast IV Water Shorts,"When the day calls for camping and safari, this shorts delivers omni-Shade UPF 50 sun protection and omni-Shield advanced repellency in a comfortable, easy-wearing build. Helps block harmful uv rays during long hours outdoors. Helps resist light rain, splashes, and everyday stains. Practical details such as quick dry, elastic at waist, drawcord adjustable waist make it easier to wear, layer, and rely on through the day. This dependable piece works across active plans, relaxed weekends, and everyday routines.",Apparel,Men's,Sportswear,Camping,"[""Black"", ""Blue""]","[""OS""]",[],"[""Omni-Shade"", ""UPF 50"", ""Sun Protection"", ""Omni-Shield"", ""Quick Dry""]",23.99,23.99,10382641889559,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/FM3553-019-1_a2fb03aa-3086-4bca-abfa-32255f8a27a4.jpg?v=1782470947,"[""26June2026"", ""Camping and Safari"", ""Columbia"", ""Men"", ""New Arrivals"", ""Pants and Shorts"", ""Shorts and Capris"", ""Water Sports"", ""Apparel"", ""Men's"", ""Sportswear"", ""Camping"", ""Omni-Shade"", ""UPF 50"", ""Sun Protection"", ""Omni-Shield"", ""Quick Dry""]","Omni-Shade Backcast IV Water Shorts

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Camping

When the day calls for camping and safari, this shorts delivers omni-Shade UPF 50 sun protection and omni-Shield advanced repellency in a comfortable, easy-wearing build. Helps block harmful uv rays during long hours outdoors. Helps resist light rain, splashes, and everyday stains. Practical details such as quick dry, elastic at waist, drawcord adjustable waist make it easier to wear, layer, and rely on through the day. This dependable piece works across active plans, relaxed weekends, and everyday routines.

Features:
Omni-Shade
UPF 50
Sun Protection
Omni-Shield
Quick Dry

Tags:
26June2026
Camping and Safari
Columbia
Men
New Arrivals
Pants and Shorts
Shorts and Capris
Water Sports
Apparel
Men's
Sportswear
Camping
Omni-Shade
UPF 50
Sun Protection
Omni-Shield
Quick Dry",[]
F001649,Sharptail Short Sleeve Shirt,"Comfortable enough for daily wear and capable enough for hiking and trekking, this shirt brings button-down collar and vented into one versatile design. Practical details such as button-down collar, vented, utility loop make it easier to wear, layer, and rely on through the day. It is an easy option for anyone who wants practical performance without giving up everyday comfort.",Apparel,Men's,Sportswear,Hiking,"[""Blue"", ""Brown""]","[""OS""]","[""Down""]",[],30.99,30.99,10382644642071,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/HM7721-441-1_397b14be-cfec-4690-af92-0bf504c70844.jpg?v=1782471294,"[""26June2026"", ""Camping and Safari"", ""Columbia"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""New Arrivals"", ""Shirts and T-Shirts"", ""Short Sleeve Shirts"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Down""]","Sharptail Short Sleeve Shirt

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

Comfortable enough for daily wear and capable enough for hiking and trekking, this shirt brings button-down collar and vented into one versatile design. Practical details such as button-down collar, vented, utility loop make it easier to wear, layer, and rely on through the day. It is an easy option for anyone who wants practical performance without giving up everyday comfort.

Materials:
Down

Tags:
26June2026
Camping and Safari
Columbia
Hiking and Trekking
Hiking Trekking
Men
New Arrivals
Shirts and T-Shirts
Short Sleeve Shirts
Apparel
Men's
Sportswear
Hiking
Down",[]
F001650,Omni-Heat Reflective Powder Lite Vest,"Light, practical, and easy to wear, this vest is shaped for hiking and trekking with omni-Heat thermal reflective and omni-Shield advanced repellency. Reflects and retains body heat for efficient warmth. Helps resist light rain, splashes, and everyday stains. Practical details such as chin guard, hand pockets, drawcord adjustable hem make it easier to wear, layer, and rely on through the day. This dependable piece works across active plans, relaxed weekends, and everyday routines.",Apparel,Kids,Outerwear,Hiking,"[""Red"", ""Brown""]","[""OS""]",[],"[""Omni-Heat"", ""Reflective"", ""Omni-Shield""]",53.99,53.99,10382645690647,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/SY7756-618-1_6a9bc33c-e14d-45a9-ad20-83b983a6a250.jpg?v=1782470354,"[""26June2026"", ""Camping and Safari"", ""Columbia"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Jackets and Vest"", ""Kids"", ""Kids Boys"", ""Kids Girls"", ""New Arrivals"", ""Sustainable Products"", ""Vest"", ""Apparel"", ""Outerwear"", ""Hiking"", ""Omni-Heat"", ""Reflective"", ""Omni-Shield""]","Omni-Heat Reflective Powder Lite Vest

Brand: Columbia
Category: Apparel > Kids
Product Type: Outerwear
Sport: Hiking

Light, practical, and easy to wear, this vest is shaped for hiking and trekking with omni-Heat thermal reflective and omni-Shield advanced repellency. Reflects and retains body heat for efficient warmth. Helps resist light rain, splashes, and everyday stains. Practical details such as chin guard, hand pockets, drawcord adjustable hem make it easier to wear, layer, and rely on through the day. This dependable piece works across active plans, relaxed weekends, and everyday routines.

Features:
Omni-Heat
Reflective
Omni-Shield

Tags:
26June2026
Camping and Safari
Columbia
Hiking and Trekking
Hiking Trekking
Jackets and Vest
Kids
Kids Boys
Kids Girls
New Arrivals
Sustainable Products
Vest
Apparel
Outerwear
Hiking
Omni-Heat
Reflective
Omni-Shield",[]
F001651,Snowtop II Bunting Romper,"For days spent enjoying casual lifestyle, this garment keeps things simple with fold-over hands and feet and a comfortable fabric build. Practical details such as fold-over hands and feet make it easier to wear, layer, and rely on through the day. Wear it on its own or layer it as conditions change; the design stays useful, comfortable, and easy to repeat.",Apparel,Kids,Sportswear,Winter Sports,"[""Blue"", ""Black""]","[""OS""]",[],[],23.99,23.99,10382645264663,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/SN0213-448-1_90ec7370-e02a-4fbf-ac85-456fcff17713.jpg?v=1782471128,"[""26June2026"", ""Casual Lifestyle"", ""Columbia"", ""Insulated and Down"", ""Jackets"", ""Jackets and Vest"", ""Kids"", ""Kids Infant"", ""New Arrivals"", ""Apparel"", ""Sportswear"", ""Winter Sports""]","Snowtop II Bunting Romper

Brand: Columbia
Category: Apparel > Kids
Product Type: Sportswear
Sport: Winter Sports

For days spent enjoying casual lifestyle, this garment keeps things simple with fold-over hands and feet and a comfortable fabric build. Practical details such as fold-over hands and feet make it easier to wear, layer, and rely on through the day. Wear it on its own or layer it as conditions change; the design stays useful, comfortable, and easy to repeat.

Tags:
26June2026
Casual Lifestyle
Columbia
Insulated and Down
Jackets
Jackets and Vest
Kids
Kids Infant
New Arrivals
Apparel
Sportswear
Winter Sports",[]
F001652,Omni-Shade Tamiami II Long Sleeve Shirt,"A practical choice for camping safari and water sports, this shirt offers omni-Shade UPF 40 sun protection and omni-Wick while staying comfortable through the day. Helps block harmful uv rays during long hours outdoors. Moves moisture away from the skin to support faster drying. Practical details such as quick dry, vented, roll-up sleeves with tab holders make it easier to wear, layer, and rely on through the day. Whether the plan is active or casual, it delivers the right balance of comfort, function, and wearability.",Apparel,Men's,Sportswear,Camping,"[""Blue"", ""Black""]","[""OS""]",[],"[""Omni-Shade"", ""UPF 40"", ""Sun Protection"", ""Omni-Wick"", ""Quick Dry""]",41.99,41.99,10382642610455,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/FS7253-487-1_62f251f5-c050-47a7-a1e7-208accaf5af9.jpg?v=1782471236,"[""26June2026"", ""Camping and Safari"", ""Columbia"", ""Long Sleeve Shirts"", ""Men"", ""New Arrivals"", ""Shirts and T-Shirts"", ""Water Sports"", ""Apparel"", ""Men's"", ""Sportswear"", ""Camping"", ""Omni-Shade"", ""UPF 40"", ""Sun Protection"", ""Omni-Wick"", ""Quick Dry""]","Omni-Shade Tamiami II Long Sleeve Shirt

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Camping

A practical choice for camping safari and water sports, this shirt offers omni-Shade UPF 40 sun protection and omni-Wick while staying comfortable through the day. Helps block harmful uv rays during long hours outdoors. Moves moisture away from the skin to support faster drying. Practical details such as quick dry, vented, roll-up sleeves with tab holders make it easier to wear, layer, and rely on through the day. Whether the plan is active or casual, it delivers the right balance of comfort, function, and wearability.

Features:
Omni-Shade
UPF 40
Sun Protection
Omni-Wick
Quick Dry

Tags:
26June2026
Camping and Safari
Columbia
Long Sleeve Shirts
Men
New Arrivals
Shirts and T-Shirts
Water Sports
Apparel
Men's
Sportswear
Camping
Omni-Shade
UPF 40
Sun Protection
Omni-Wick
Quick Dry",[]
F001653,Omni-Shield Hydroforce Soft Shell Vest,"Designed around real outdoor use, this vest pairs omni-Shield advanced repellency and 2-way comfort stretch with adds stretch for easier movement. Helps resist light rain, splashes, and everyday stains. Supports natural movement without feeling restrictive. Practical details such as zippered chest pocket, hand pockets, utility loop make it easier to wear, layer, and rely on through the day. Its simple versatility makes it easy to pack, easy to style, and easy to reach for again.",Apparel,Men's,Sportswear,Hiking,"[""Black""]","[""OS""]",[],"[""Omni-Shield"", ""Stretch""]",83.99,83.99,10382642217239,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/FM6775-010-1_01cc94d3-2a88-49b2-882b-80c9ca658454.jpg?v=1782470985,"[""26June2026"", ""Camping and Safari"", ""Columbia"", ""Hiking and Trekking"", ""Jackets and Vest"", ""Men"", ""New Arrivals"", ""Vest"", ""Water Sports"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Omni-Shield"", ""Stretch""]","Omni-Shield Hydroforce Soft Shell Vest

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

Designed around real outdoor use, this vest pairs omni-Shield advanced repellency and 2-way comfort stretch with adds stretch for easier movement. Helps resist light rain, splashes, and everyday stains. Supports natural movement without feeling restrictive. Practical details such as zippered chest pocket, hand pockets, utility loop make it easier to wear, layer, and rely on through the day. Its simple versatility makes it easy to pack, easy to style, and easy to reach for again.

Features:
Omni-Shield
Stretch

Tags:
26June2026
Camping and Safari
Columbia
Hiking and Trekking
Jackets and Vest
Men
New Arrivals
Vest
Water Sports
Apparel
Men's
Sportswear
Hiking
Omni-Shield
Stretch",[]
F001654,Omni-Shade Tamiami II Short Sleeve Shirt,"Ready for changing plans and active days, this shirt combines omni-Shade UPF 40 sun protection and omni-Wick with an easy, wearable construction. Helps block harmful uv rays during long hours outdoors. Moves moisture away from the skin to support faster drying. Practical details such as quick dry, vented, rod holder make it easier to wear, layer, and rely on through the day. The result is a versatile piece that feels at home outdoors, while travelling, or in a relaxed everyday wardrobe.",Apparel,Men's,Sportswear,Camping,"[""White""]","[""OS""]",[],"[""Omni-Shade"", ""UPF 40"", ""Sun Protection"", ""Omni-Wick"", ""Quick Dry""]",30.99,30.99,10382643331351,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/FS7266-100-1_f183357a-bad5-4cbd-8d09-a39cc0c93266.jpg?v=1782471255,"[""26June2026"", ""Camping and Safari"", ""Columbia"", ""Men"", ""New Arrivals"", ""Shirts and T-Shirts"", ""Short Sleeve Shirts"", ""Water Sports"", ""Apparel"", ""Men's"", ""Sportswear"", ""Camping"", ""Omni-Shade"", ""UPF 40"", ""Sun Protection"", ""Omni-Wick"", ""Quick Dry""]","Omni-Shade Tamiami II Short Sleeve Shirt

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Camping

Ready for changing plans and active days, this shirt combines omni-Shade UPF 40 sun protection and omni-Wick with an easy, wearable construction. Helps block harmful uv rays during long hours outdoors. Moves moisture away from the skin to support faster drying. Practical details such as quick dry, vented, rod holder make it easier to wear, layer, and rely on through the day. The result is a versatile piece that feels at home outdoors, while travelling, or in a relaxed everyday wardrobe.

Features:
Omni-Shade
UPF 40
Sun Protection
Omni-Wick
Quick Dry

Tags:
26June2026
Camping and Safari
Columbia
Men
New Arrivals
Shirts and T-Shirts
Short Sleeve Shirts
Water Sports
Apparel
Men's
Sportswear
Camping
Omni-Shade
UPF 40
Sun Protection
Omni-Wick
Quick Dry",[]
F001655,Fast Trek V Fleece Jacket,"Comfortable enough for daily wear and capable enough for hiking and trekking, this fleece jacket brings stretch binding at cuffs and hem and zippered chest pocket into one versatile design. Supports natural movement without feeling restrictive. Practical details such as zippered chest pocket, hand pockets, chin guard m",Apparel,Kids,,,"[""Black"", ""Red""]","[""OS""]","[""Fleece""]","[""Stretch""]",30.99,30.99,kids-unisex-black-fast-trek-v-fleece-jacket,,"[""Apparel"", ""Kids"", ""Fleece"", ""Stretch""]","Fast Trek V Fleece Jacket

Brand: Columbia Sportswear
Category: Apparel > Kids

Comfortable enough for daily wear and capable enough for hiking and trekking, this fleece jacket brings stretch binding at cuffs and hem and zippered chest pocket into one versatile design. Supports natural movement without feeling restrictive. Practical details such as zippered chest pocket, hand pockets, chin guard m

Materials:
Fleece

Features:
Stretch

Tags:
Apparel
Kids
Fleece
Stretch",[]
F001656,Helvetia II Pullover,"Adventure-ready without feeling overbuilt, this pullover delivers binding at cuff and hem and binding at collar for camping safari and casual lifestyle. Practical details such as binding at cuff and hem, binding at collar, snap front closure make it easier to wear, layer, and rely on through the day. Its simple versati",,Kids,,,"[""Black""]","[""OS""]",[],[],30.99,30.99,kids-unisex-black-helvetia-ii-pullover,,"[""Kids""]","Helvetia II Pullover

Brand: Columbia Sportswear
Category: Kids

Adventure-ready without feeling overbuilt, this pullover delivers binding at cuff and hem and binding at collar for camping safari and casual lifestyle. Practical details such as binding at cuff and hem, binding at collar, snap front closure make it easier to wear, layer, and rely on through the day. Its simple versati

Tags:
Kids",[]
F001657,Omni-Heat Infinity Cascade Peak Interchangeable Jacket,"When the day calls for hiking and trekking, this jacket delivers omni-Tech waterproof/breathable fully seam sealed and omni-Heat Infinity advanced thermal reflective in a comfortable, easy-wearing build. Supports waterproof, breathable protection in changing weather. Reflects and retains body heat for efficient warmth. Practical details such as rds certified down, zip-in and 3-point interchange system, 700 fill power down insulation make it easier to wear, layer, and rely on through the day. This dependable piece works across active plans, relaxed weekends, and everyday routines.",Apparel,Men's,Outerwear,Hiking,"[""Beige""]","[""OS""]","[""Down""]","[""Omni-Heat"", ""Omni-Tech"", ""Waterproof"", ""Breathable"", ""Reflective""]",358.99,358.99,10382649557271,,"[""26June2026"", ""Camping and Safari"", ""Columbia"", ""Hiking and Trekking"", ""Insulated and Down"", ""Jackets and Vest"", ""Men"", ""New Arrivals"", ""Winter Sports"", ""Apparel"", ""Men's"", ""Outerwear"", ""Hiking"", ""Down"", ""Omni-Heat"", ""Omni-Tech"", ""Waterproof"", ""Breathable"", ""Reflective""]","Omni-Heat Infinity Cascade Peak Interchangeable Jacket

Brand: Columbia
Category: Apparel > Men's
Product Type: Outerwear
Sport: Hiking

When the day calls for hiking and trekking, this jacket delivers omni-Tech waterproof/breathable fully seam sealed and omni-Heat Infinity advanced thermal reflective in a comfortable, easy-wearing build. Supports waterproof, breathable protection in changing weather. Reflects and retains body heat for efficient warmth. Practical details such as rds certified down, zip-in and 3-point interchange system, 700 fill power down insulation make it easier to wear, layer, and rely on through the day. This dependable piece works across active plans, relaxed weekends, and everyday routines.

Materials:
Down

Features:
Omni-Heat
Omni-Tech
Waterproof
Breathable
Reflective

Tags:
26June2026
Camping and Safari
Columbia
Hiking and Trekking
Insulated and Down
Jackets and Vest
Men
New Arrivals
Winter Sports
Apparel
Men's
Outerwear
Hiking
Down
Omni-Heat
Omni-Tech
Waterproof
Breathable
Reflective",[]
F001658,Omni-Shield Powder Pass Down Jacket,"Ready for changing plans and active days, this jacket combines omni-Shield™ advanced repellency and 100% recycled polyester Thermarator™ insulation with an easy, wearable construction. Helps resist light rain, splashes, and everyday stains. Incorporates recycled content for a more considered construction. Practical details such as binding at hood and cuff, chin guard, zippered hand pockets make it easier to wear, layer, and rely on through the day. The result is a versatile piece that feels at home outdoors, while travelling, or in a relaxed everyday wardrobe.",Apparel,Men's,Outerwear,Hiking,"[""Grey"", ""Green""]","[""OS""]","[""Down"", ""Recycled Polyester""]","[""Omni-Shield""]",107.99,107.99,10382650474775,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/WE8393-028-1_822b6bae-a236-4c07-8abb-41c2f65c2735.jpg?v=1782470659,"[""26June2026"", ""Camping and Safari"", ""Columbia"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Insulated and Down"", ""Jackets and Vest"", ""Men"", ""New Arrivals"", ""Sustainable Products"", ""Apparel"", ""Men's"", ""Outerwear"", ""Hiking"", ""Down"", ""Recycled Polyester"", ""Omni-Shield""]","Omni-Shield Powder Pass Down Jacket

Brand: Columbia
Category: Apparel > Men's
Product Type: Outerwear
Sport: Hiking

Ready for changing plans and active days, this jacket combines omni-Shield™ advanced repellency and 100% recycled polyester Thermarator™ insulation with an easy, wearable construction. Helps resist light rain, splashes, and everyday stains. Incorporates recycled content for a more considered construction. Practical details such as binding at hood and cuff, chin guard, zippered hand pockets make it easier to wear, layer, and rely on through the day. The result is a versatile piece that feels at home outdoors, while travelling, or in a relaxed everyday wardrobe.

Materials:
Down
Recycled Polyester

Features:
Omni-Shield

Tags:
26June2026
Camping and Safari
Columbia
Hiking and Trekking
Hiking Trekking
Insulated and Down
Jackets and Vest
Men
New Arrivals
Sustainable Products
Apparel
Men's
Outerwear
Hiking
Down
Recycled Polyester
Omni-Shield",[]
